Month,Day,Temperature,Humidity,Wind Speed,Pressure,Precipitation
10,8,21.4,76.8,13.0,990.9,0.00
10,9,19.9,89.8,11.0,990.5,0.00
10,10,18.8,90.2,6.2,991.1,0.00
10,11,16.6,94.8,3.9,988.6,0.00
10,12,16.5,85.0,21.7,985.4,0.00
10,13,15.7,85.0,17.4,989.1,0.00
10,14,15.6,83.5,9.7,988.8,0.00
10,15,18.5,85.8,11.8,992.5,0.00
10,16,20.9,80.2,10.8,993.4,0.00
10,17,20.0,80.5,6.4,994.6,0.00
10,18,19.0,81.2,2.2,995.3,0.00
10,19,20.5,77.9,5.6,995.3,0.00
10,20,20.8,70.7,4.8,996.9,0.00
10,21,20.5,75.0,2.2,1001.8,0.00
10,22,20.1,74.1,5.0,1003.1,0.00
10,23,18.9,58.9,2.6,1000.2,0.00
10,24,18.7,70.0,1.5,995.7,0.00
10,25,19.3,68.8,3.1,995.3,0.00
10,26,17.1,70.7,1.9,997.4,0.00
10,27,16.8,71.5,1.6,996.4,0.00
10,28,17.4,75.4,5.9,992.1,0.00
10,29,19.2,67.7,4.8,992.6,0.00
10,30,18.6,69.5,7.7,996.4,0.00
10,31,17.5,65.9,4.6,997.9,0.00
11,1,16.6,77.8,2.3,999.8,0.00
11,2,15.8,81.7,6.0,997.3,0.00
11,3,15.1,84.5,16.0,992.1,0.00
11,4,13.3,78.4,24.5,984.0,0.00
11,5,12.2,70.3,12.9,991.5,0.00
11,6,13.8,74.9,10.0,996.4,0.00
11,7,16.2,83.0,15.4,994.7,0.00
11,8,14.7,82.0,15.3,992.8,0.00
11,9,12.1,77.5,13.9,991.3,0.00
11,10,10.7,87.3,5.9,991.5,0.00
11,11,15.4,83.3,20.9,982.5,0.00
11,12,15.9,81.1,9.1,990.5,0.00
11,13,17.9,86.6,19.3,988.9,0.00
11,14,13.8,85.7,15.3,986.8,0.00
11,15,13.4,84.3,20.8,992.7,0.00
11,16,11.8,91.6,7.2,995.0,0.00
11,17,14.2,76.5,10.9,991.4,0.00
11,18,12.0,83.1,4.5,990.2,0.00
11,19,16.8,74.6,15.4,989.4,0.00
11,20,16.6,76.3,11.2,990.0,0.00
11,21,15.9,80.8,11.3,990.7,0.00
11,22,16.5,80.0,7.1,987.3,0.00
11,23,16.5,85.4,5.4,987.5,0.00
11,24,17.0,84.8,4.1,993.7,0.00
11,25,14.3,89.6,10.8,996.3,0.00
11,26,12.9,82.9,6.6,989.0,0.00
11,27,13.2,83.4,16.1,974.1,0.00
11,28,12.6,83.1,10.3,962.6,0.00
11,29,11.2,87.4,4.7,973.6,0.00
11,30,12.6,88.8,2.5,979.8,0.00
12,1,14.9,70.9,9.1,985.2,0.00
12,2,11.8,71.8,1.8,989.6,0.00
12,3,10.2,89.7,4.2,988.1,0.00
12,4,10.8,76.4,8.7,991.1,0.00
12,5,7.2,90.4,2.8,999.7,0.00
12,6,6.8,88.5,3.0,1004.5,0.00
12,7,8.2,72.9,3.2,1006.9,0.00
12,8,6.0,84.0,3.0,1007.7,0.00
12,9,9.9,70.7,6.1,1008.4,0.00
12,10,7.3,81.5,1.9,1009.4,0.00
12,11,6.0,92.0,2.8,1006.9,0.00
12,12,5.1,99.6,1.5,998.7,0.00
12,13,12.4,90.0,13.6,985.7,0.00
12,14,11.6,82.8,15.1,989.8,0.00
12,15,11.2,77.2,11.4,997.2,0.00
12,16,13.7,80.7,15.1,998.5,0.00
12,17,11.6,82.3,4.9,1004.0,0.00
12,18,8.0,98.2,2.0,1006.6,0.00
12,19,7.6,90.4,3.7,1008.9,0.00
12,20,6.0,99.1,7.6,1010.4,0.00
12,21,8.1,94.0,3.1,1008.9,0.00
12,22,9.2,89.1,5.9,1006.1,0.00
12,23,8.7,89.1,1.3,1005.8,0.00
12,24,8.3,92.9,2.5,1007.0,0.00
12,25,5.8,92.1,2.9,1009.5,0.00
12,26,7.3,81.3,1.2,1009.4,0.00
12,27,4.6,99.1,4.6,1005.3,0.00
12,28,11.7,87.7,22.4,999.8,0.00
12,29,6.9,53.5,9.1,1008.4,0.00
12,30,4.0,60.2,4.9,1010.7,0.00
12,31,4.8,66.5,1.1,1010.2,0.00
1,1,5.3,75.7,3.6,1012.2,0.00
1,2,5.9,74.4,2.4,1015.1,0.00
1,3,6.5,76.2,1.9,1015.4,0.00
1,4,7.1,76.9,1.8,1010.6,0.00
1,5,5.5,83.2,2.0,1006.9,0.00
1,6,4.0,99.2,2.0,1005.7,0.00
1,7,4.3,98.3,5.8,1008.8,0.00
1,8,4.5,96.2,4.7,1015.5,0.00
1,9,6.0,79.4,4.6,1018.7,0.00
1,10,6.6,78.7,2.4,1013.2,0.00
1,11,8.3,79.3,3.3,1009.3,0.00
1,12,8.2,78.9,1.4,1007.6,0.00
1,13,9.5,79.6,3.4,1004.3,0.00
1,14,9.2,88.8,2.9,1004.8,0.00
1,15,11.1,87.9,15.6,996.0,0.00
1,16,7.9,83.4,15.3,997.5,0.00
1,17,4.3,93.1,1.1,1003.0,0.00
1,18,7.6,96.7,15.6,988.7,0.00
1,19,8.3,57.2,24.4,992.1,0.00
1,20,5.9,97.2,3.9,989.5,0.00
1,21,6.9,84.3,20.3,993.1,0.00
1,22,9.3,76.4,19.8,997.7,0.00
1,23,8.6,85.8,8.4,1003.0,0.00
1,24,6.3,72.8,1.5,1005.3,0.00
1,25,8.0,70.4,3.6,1005.4,0.00
1,26,9.1,62.6,2.8,1005.4,0.00
1,27,8.3,73.8,1.3,1005.9,0.00
1,28,8.7,77.8,7.8,1003.1,0.00
1,29,12.4,85.0,21.9,997.8,0.00
1,30,14.3,90.5,33.6,988.2,0.00
1,31,11.5,70.8,33.8,985.7,0.00
2,1,7.7,69.8,17.2,997.8,0.00
2,2,9.7,90.1,23.8,990.6,0.00
2,3,10.2,82.8,28.9,986.4,0.00
2,4,7.0,63.2,18.7,989.6,0.00
2,5,7.4,52.7,14.1,996.4,0.00
2,6,6.3,69.5,11.4,992.3,0.00
2,7,4.9,72.8,7.9,994.7,0.00
2,8,6.1,61.3,10.1,1000.1,0.00
2,9,7.1,63.0,11.8,997.3,0.00
2,10,8.8,70.9,13.4,998.1,0.00
2,11,11.0,68.6,5.6,996.1,0.00
2,12,10.9,69.8,2.6,997.3,0.00
2,13,9.7,75.6,8.6,1001.5,0.00
2,14,12.6,76.9,19.6,999.5,0.00
2,15,12.2,83.7,22.5,995.7,0.00
2,16,10.8,75.6,10.1,1000.1,0.00
2,17,11.7,49.5,25.9,1003.2,0.00
2,18,12.2,55.9,13.5,1005.3,0.00
2,19,11.3,61.2,12.3,1005.3,0.00
2,20,9.4,69.3,3.7,999.6,0.00
2,21,14.6,62.0,20.0,990.0,0.00
2,22,12.1,66.3,15.4,996.6,0.00
2,23,13.0,79.8,22.6,999.0,0.00
2,24,10.5,66.4,17.5,1007.8,0.00
2,25,11.1,67.4,15.7,1009.0,0.00
2,26,11.8,75.0,15.2,1005.5,0.00
2,27,13.8,70.5,18.5,1002.6,0.00
2,28,14.3,68.8,18.4,1003.6,0.00
3,1,14.8,76.0,15.3,1004.4,0.00
3,2,14.5,84.4,8.2,1004.2,0.00
3,3,11.9,92.1,6.0,1003.6,0.00
3,4,13.0,73.8,9.8,1005.7,0.00
3,5,12.6,36.7,19.4,1006.9,0.00
3,6,13.1,43.8,10.8,1005.5,0.00
3,7,14.7,41.9,6.7,1004.5,0.00
3,8,15.9,47.9,3.8,1000.3,0.00
3,9,16.9,44.8,1.6,1000.9,0.00
3,10,16.6,49.9,5.8,1002.4,0.00
3,11,15.8,48.6,5.1,1003.0,0.00
3,12,13.5,62.1,10.6,1000.1,0.00
3,13,14.4,61.3,7.8,998.9,0.00
3,14,14.8,39.4,11.9,998.3,0.00
3,15,12.1,45.7,3.9,995.1,0.00
3,16,13.3,45.6,5.8,993.4,0.00
3,17,10.5,86.9,11.1,990.9,0.00
3,18,11.4,80.2,12.9,992.8,0.00
3,19,13.7,69.1,16.3,989.0,0.00
3,20,13.2,75.8,12.8,984.9,0.00
3,21,13.4,82.0,8.3,984.7,0.00
3,22,13.3,80.8,5.2,985.1,0.00
3,23,11.8,78.7,14.0,984.0,0.00
3,24,11.5,72.6,13.7,983.0,0.00
3,25,12.2,42.8,25.4,990.9,0.00
3,26,13.7,63.6,18.1,999.8,0.00
3,27,18.5,61.1,11.9,1004.9,0.00
3,28,19.5,59.2,12.3,1005.3,0.00
3,29,18.2,52.9,14.0,1005.0,0.00
3,30,19.4,49.4,10.9,1005.7,0.00
3,31,20.4,48.0,8.8,1004.0,0.00
4,1,20.7,43.2,7.4,1001.7,0.00
4,2,20.7,41.2,9.0,999.8,0.00
4,3,20.5,42.7,5.1,994.8,0.00
4,4,21.4,40.1,4.1,988.1,0.00
4,5,19.5,56.1,9.1,987.3,0.00
4,6,17.1,79.2,9.1,990.8,0.00
4,7,17.1,62.9,20.0,996.1,0.00
4,8,13.5,67.1,18.5,998.7,0.00
4,9,12.9,92.9,9.4,999.0,0.00
4,10,14.6,84.8,4.8,998.9,0.00
4,11,17.4,67.4,9.1,1000.0,0.00
4,12,17.6,64.7,13.1,999.0,0.00
4,13,19.4,53.6,13.9,998.2,0.00
4,14,19.9,46.9,13.3,993.6,0.00
4,15,16.2,72.2,7.7,992.3,0.00
4,16,16.1,75.1,11.1,995.6,0.00
4,17,16.8,68.4,10.3,996.2,0.00
4,18,15.1,61.9,15.6,994.6,0.00
4,19,14.6,65.7,7.5,995.5,0.00
4,20,17.8,54.5,5.1,996.0,0.00
4,21,20.4,48.6,10.1,993.8,0.00
4,22,20.3,51.6,12.1,997.0,0.00
4,23,18.9,52.9,6.1,995.9,0.00
4,24,17.2,63.9,10.7,994.2,0.00
4,25,18.4,70.9,13.5,993.1,0.00
4,26,15.3,82.4,17.5,987.3,0.00
4,27,16.8,69.1,15.0,994.2,0.00
4,28,16.2,69.2,8.1,997.1,0.00
4,29,16.8,60.9,17.8,998.9,0.00
4,30,19.4,61.1,9.0,999.0,0.00
5,1,20.4,64.6,10.3,996.4,0.00
5,2,23.6,56.4,8.0,991.9,0.00
5,3,19.6,67.6,5.3,990.9,0.00
5,4,20.6,62.3,21.4,984.9,0.00
5,5,17.3,54.5,10.9,994.1,0.00
5,6,17.9,48.8,3.6,996.5,0.00
5,7,22.1,42.1,10.8,992.6,0.00
5,8,21.6,58.0,13.9,999.6,0.00
5,9,22.5,51.4,4.1,1000.9,0.00
5,10,27.1,36.9,10.4,996.4,0.00
5,11,26.8,41.0,5.2,996.4,0.00
5,12,27.4,37.7,6.1,998.4,0.00
5,13,28.8,40.7,7.6,998.2,0.00
5,14,23.5,43.8,22.3,997.0,0.00
5,15,21.5,31.9,17.2,999.0,0.00
5,16,24.9,31.3,6.6,1000.4,0.00
5,17,26.1,30.1,6.2,996.1,0.00
5,18,26.1,32.5,4.6,990.0,0.00
5,19,22.5,44.9,20.5,989.0,0.00
5,20,21.2,30.1,10.8,996.6,0.00
5,21,21.9,28.5,11.4,1000.0,0.00
5,22,21.8,27.8,11.5,997.3,0.00
5,23,22.8,29.3,7.6,993.2,0.00
5,24,23.9,29.4,6.8,991.3,0.00
5,25,23.8,44.9,6.9,993.9,0.00
5,26,26.0,32.6,8.5,994.0,0.00
5,27,26.9,28.6,7.4,992.9,0.00
5,28,27.7,31.1,4.3,991.6,0.00
5,29,27.0,33.3,19.8,990.4,0.00
5,30,24.9,39.4,14.4,994.0,0.00
5,31,23.8,47.1,10.4,994.4,0.00
6,1,24.5,51.8,13.5,994.5,0.00
6,2,25.2,39.9,7.9,995.4,0.00
6,3,28.3,34.3,6.8,994.8,0.00
6,4,29.1,31.0,5.5,994.7,0.00
6,5,28.4,30.8,4.9,993.5,0.00
6,6,29.9,34.7,6.9,993.8,0.00
6,7,29.4,30.1,9.7,994.8,0.00
6,8,29.9,29.3,8.4,992.4,0.00
6,9,29.1,29.1,15.6,990.5,0.00
6,10,20.9,36.8,13.8,988.4,0.00
6,11,20.2,68.5,12.7,990.4,0.00
6,12,19.3,50.0,15.4,991.6,0.00
6,13,18.4,53.2,15.8,992.0,0.00
6,14,16.8,77.1,14.3,992.3,0.00
6,15,18.1,73.3,10.9,995.7,0.00
6,16,22.8,54.4,5.1,998.9,0.00
6,17,26.1,43.4,3.5,997.0,0.00
6,18,27.4,39.0,6.0,995.6,0.00
6,19,29.2,36.7,3.8,994.0,0.00
6,20,30.6,36.3,4.4,992.7,0.00
6,21,30.1,29.3,13.1,993.8,0.00
6,22,25.9,49.3,16.9,994.1,0.00
6,23,22.9,50.9,21.5,994.1,0.00
6,24,23.9,42.7,8.1,995.5,0.00
6,25,25.9,48.5,7.5,997.2,0.00
6,26,30.1,33.1,5.6,997.9,0.00
6,27,32.0,28.9,4.7,995.8,0.00
6,28,32.9,30.1,7.2,994.5,0.00
6,29,33.2,30.3,9.8,993.0,0.00
6,30,30.1,32.9,13.1,991.6,0.00
7,1,23.8,59.4,14.8,992.8,0.00
7,2,24.5,44.4,10.8,996.5,0.00
7,3,25.5,43.9,11.7,995.8,0.00
7,4,27.6,32.6,7.0,996.9,0.00
7,5,28.4,46.6,10.8,994.9,0.00
7,6,29.8,36.9,10.8,993.8,0.00
7,7,34.0,23.2,20.0,992.8,0.00
7,8,28.4,45.4,9.5,993.0,0.00
7,9,30.1,37.9,11.5,992.3,0.00
7,10,25.8,48.2,17.4,996.0,0.00
7,11,27.1,44.3,11.3,997.1,0.00
7,12,26.6,46.0,9.9,996.8,0.00
7,13,27.4,46.6,9.8,996.0,0.00
7,14,28.7,45.2,8.1,994.8,0.00
7,15,29.6,43.8,10.3,992.4,0.00
7,16,29.2,39.0,11.1,992.3,0.00
7,17,29.6,36.7,10.4,992.5,0.00
7,18,27.9,46.9,16.0,995.1,0.00
7,19,28.3,41.6,13.0,995.1,0.00
7,20,28.6,49.9,10.8,992.7,0.00
7,21,28.7,50.9,14.1,993.2,0.00
7,22,30.3,41.8,14.6,993.9,0.00
7,23,28.7,38.3,12.6,992.4,0.00
7,24,26.5,49.9,23.1,992.6,0.00
7,25,26.5,44.9,10.2,992.6,0.00
7,26,29.1,33.8,8.8,992.6,0.00
7,27,29.5,44.3,14.6,992.3,0.00
7,28,30.4,36.3,12.2,990.6,0.00
7,29,28.8,43.6,17.3,990.7,0.00
7,30,27.8,52.4,18.6,989.4,0.00
7,31,25.8,53.9,14.1,987.2,0.00
8,1,26.1,48.5,5.1,990.4,0.00
8,2,29.6,38.4,6.1,991.1,0.00
8,3,29.3,40.3,12.6,992.1,0.00
8,4,27.9,45.8,10.7,993.3,0.00
8,5,26.8,35.4,10.3,991.8,0.00
8,6,28.1,37.6,9.3,992.0,0.00
8,7,26.4,40.3,8.1,992.9,0.00
8,8,26.9,32.2,4.9,994.5,0.00
8,9,29.9,9.8,6.5,994.4,0.00
8,10,33.4,27.4,8.8,991.6,0.00
8,11,27.4,39.1,15.1,991.6,0.00
8,12,24.3,55.4,9.5,995.6,0.00
8,13,22.8,50.9,21.8,999.1,0.00
8,14,22.3,45.5,15.3,996.5,0.00
8,15,24.4,45.8,19.3,993.3,0.00
8,16,24.6,55.6,17.9,992.1,0.00
8,17,25.5,52.7,12.8,990.9,0.00
8,18,25.4,47.0,6.3,990.3,0.00
8,19,27.9,40.3,5.6,992.8,0.00
8,20,29.9,34.8,3.4,995.5,0.00
8,21,29.2,45.1,9.5,994.5,0.00
8,22,25.1,51.9,19.3,992.3,0.00
8,23,22.1,53.1,21.7,992.5,0.00
8,24,21.8,54.6,14.4,994.8,0.00
8,25,24.1,43.6,4.3,995.9,0.00
8,26,25.7,46.9,10.8,993.9,0.00
8,27,25.8,50.0,9.9,994.2,0.00
8,28,27.4,47.3,6.0,993.4,0.00
8,29,29.9,44.9,7.1,991.6,0.00
8,30,30.9,42.7,11.5,990.6,0.00
8,31,25.6,57.6,9.1,993.4,0.00
9,1,25.7,54.8,9.1,993.4,0.00
9,2,23.2,50.5,14.6,992.3,0.00
9,3,21.9,56.4,11.4,992.4,0.00
9,4,20.6,61.6,11.8,992.8,0.00
9,5,21.9,55.8,4.6,994.4,0.00
9,6,24.6,41.6,6.4,995.9,0.00
9,7,26.6,36.6,4.3,995.4,0.00
9,8,25.9,43.7,3.9,993.8,0.00
9,9,25.6,35.6,12.2,993.4,0.00
9,10,24.0,55.1,14.5,992.5,0.00
9,11,22.4,50.0,8.1,991.1,0.00
9,12,23.7,49.1,15.4,991.1,0.00
9,13,21.2,55.6,18.7,992.3,0.00
9,14,20.8,57.1,14.4,994.1,0.00
9,15,19.6,60.1,19.2,990.2,0.00
9,16,20.0,85.9,26.0,983.8,0.00
9,17,18.8,60.6,11.7,993.0,0.00
9,18,20.6,50.8,5.9,996.1,0.00
9,19,23.0,46.4,6.5,997.9,0.00
9,20,25.1,46.9,2.0,998.1,0.00
9,21,25.7,38.2,13.1,995.6,0.00
9,22,21.4,52.1,16.5,994.3,0.00
9,23,21.5,53.8,3.8,993.4,0.00
9,24,22.1,50.5,4.6,994.2,0.00
9,25,23.6,53.1,4.0,995.1,0.00
9,26,24.8,42.9,5.2,993.7,0.00
9,27,24.7,41.1,3.3,994.7,0.00
9,28,21.3,46.3,11.3,994.8,0.00
9,29,21.4,56.6,5.1,993.3,0.00
9,30,19.7,63.3,3.1,995.1,0.00
10,1,22.5,47.9,2.8,999.2,0.00
10,2,23.3,45.4,9.9,994.7,0.00
10,3,1.9,5.3,1.1,993.4,0.00
10,4,0.0,0.0,4.4,995.1,0.00
10,5,0.0,0.0,29.8,993.4,0.00
10,6,0.0,0.0,13.6,995.2,0.00
10,7,6.4,13.3,3.9,996.2,0.00
10,8,18.3,59.9,3.6,993.3,0.00
10,9,18.8,60.0,2.4,990.5,0.00
10,10,18.1,77.9,9.8,987.5,0.00
10,11,20.2,79.4,8.0,985.0,0.00
10,12,18.9,87.0,10.5,986.1,0.00
10,13,12.1,40.9,9.6,989.6,0.00
10,14,20.1,68.1,4.1,990.7,0.00
10,15,19.4,63.1,1.8,991.6,0.00
10,16,20.1,69.8,2.6,990.5,0.00
10,17,20.0,80.0,24.8,984.5,0.00
10,18,18.1,91.4,10.4,986.4,0.00
10,19,17.3,91.9,10.6,985.8,0.00
10,20,20.4,78.2,11.4,990.5,0.00
10,21,17.1,63.9,5.8,996.2,0.00
10,22,16.8,69.6,3.2,998.7,0.00
10,23,14.3,84.2,0.4,997.6,0.00
10,24,16.3,88.8,1.4,995.9,0.00
10,25,18.4,80.8,2.9,995.6,0.00
10,26,19.8,74.3,11.1,989.8,0.00
10,27,15.1,78.2,11.7,992.6,0.00
10,28,16.4,76.1,12.3,996.9,0.00
10,29,17.8,75.1,2.3,997.9,0.00
10,30,17.6,74.8,2.8,993.9,0.00
10,31,16.1,90.8,4.2,995.1,0.00
11,1,18.1,75.4,14.0,991.1,0.00
11,2,14.8,85.6,12.5,988.6,0.00
11,3,16.7,86.8,8.6,996.3,0.00
11,4,17.6,85.7,11.2,998.4,0.00
11,5,17.8,87.8,1.2,1002.0,0.00
11,6,18.8,80.4,5.1,1002.8,0.00
11,7,19.0,80.8,5.9,1002.1,0.00
11,8,19.0,69.9,6.6,1003.6,0.00
11,9,17.8,73.4,2.8,1008.0,0.00
11,10,15.7,75.5,1.8,1005.8,0.00
11,11,14.9,77.8,1.9,1002.7,0.00
11,12,14.3,80.9,1.1,1002.0,0.00
11,13,14.3,80.7,0.1,1006.5,0.00
11,14,14.0,78.3,5.6,1007.0,0.00
11,15,13.6,80.5,1.3,1003.0,0.00
11,16,12.4,84.3,0.9,1002.3,0.00
11,17,11.3,90.3,0.5,1004.1,0.00
11,18,11.4,93.3,1.2,1005.8,0.00
11,19,12.1,85.3,1.3,1007.6,0.00
11,20,13.5,83.2,1.8,1008.0,0.00
11,21,15.7,63.5,27.0,997.2,0.00
11,22,9.7,68.3,13.0,995.6,0.00
11,23,9.6,64.1,8.5,999.2,0.00
11,24,8.1,64.4,3.7,1006.7,0.00
11,25,13.4,68.7,14.9,1005.3,0.00
11,26,13.4,58.6,8.0,1000.1,0.00
11,27,13.2,68.9,2.4,996.1,0.00
11,28,10.7,79.6,3.3,1000.8,0.00
11,29,9.4,71.9,5.7,1009.2,0.00
11,30,10.0,65.5,3.4,1010.7,0.00
12,1,10.2,74.7,1.6,1008.4,0.00
12,2,11.8,75.2,2.1,1007.3,0.00
12,3,10.6,81.1,5.1,1006.7,0.00
12,4,12.5,76.6,3.7,1009.8,0.00
12,5,13.3,70.6,2.8,1007.6,0.00
12,6,10.1,80.1,1.2,1004.9,0.00
12,7,10.2,88.4,5.9,1006.1,0.00
12,8,12.3,84.6,1.5,1009.6,0.00
12,9,9.7,88.5,1.3,1010.5,0.00
12,10,13.3,77.9,4.9,1008.7,0.00
12,11,10.4,82.7,2.7,1007.5,0.00
12,12,10.5,82.2,2.6,1002.6,0.00
12,13,12.0,86.8,6.8,998.5,0.00
12,14,14.7,85.0,11.8,998.0,0.00
12,15,15.6,63.3,8.7,1004.7,0.00
12,16,12.1,75.3,5.8,1007.4,0.00
12,17,10.2,78.7,2.4,1006.2,0.00
12,18,12.4,70.9,1.0,1005.8,0.00
12,19,12.1,73.8,3.8,1000.9,0.00
12,20,11.6,92.2,3.7,1002.1,0.00
12,21,9.6,97.8,4.2,1010.1,0.00
12,22,8.7,99.7,3.6,1010.2,0.00
12,23,7.7,100.0,3.5,1007.7,0.00
12,24,9.1,92.3,1.4,1007.4,0.00
12,25,8.7,93.5,6.7,1008.6,0.00
12,26,10.4,87.7,8.3,1007.4,0.00
12,27,11.8,76.5,13.3,1002.1,0.00
12,28,14.9,82.0,20.2,1000.4,0.00
12,29,9.5,95.8,2.8,1009.3,0.00
12,30,10.8,93.4,7.5,1005.5,0.00
12,31,13.4,90.2,5.0,1003.6,0.00
1,1,14.3,92.6,19.9,997.4,0.00
1,2,11.9,83.8,3.2,1001.9,0.00
1,3,14.3,89.9,18.4,995.7,0.00
1,4,15.5,87.4,31.9,987.3,0.00
1,5,9.4,81.5,22.7,991.9,0.00
1,6,10.4,87.1,13.4,998.2,0.00
1,7,15.2,92.8,22.7,996.4,0.00
1,8,14.6,87.8,22.1,989.6,0.00
1,9,12.4,85.9,17.5,991.2,0.00
1,10,14.8,83.6,31.4,989.0,0.00
1,11,12.3,79.1,20.6,994.4,0.00
1,12,9.4,81.1,3.5,1002.6,0.00
1,13,8.4,88.6,5.1,1002.6,0.00
1,14,11.5,93.7,6.9,997.9,0.00
1,15,11.4,77.3,12.0,1002.0,0.00
1,16,7.3,71.4,8.1,1008.2,0.00
1,17,6.2,79.7,3.8,1004.2,0.00
1,18,11.4,79.9,8.8,999.2,0.00
1,19,7.8,97.3,2.9,997.2,0.00
1,20,10.8,92.2,3.8,995.5,0.00
1,21,10.8,98.2,9.9,1000.1,0.00
1,22,14.5,97.2,2.9,1006.8,0.00
1,23,14.9,89.8,7.6,1008.8,0.00
1,24,15.1,80.9,6.6,1007.0,0.00
1,25,12.1,89.1,6.1,1007.3,0.00
1,26,9.8,97.5,4.0,1009.2,0.00
1,27,8.6,98.1,4.4,1007.8,0.00
1,28,10.5,94.4,4.6,1007.4,0.00
1,29,5.3,61.8,6.0,1009.1,0.00
1,30,3.1,47.3,4.6,1012.8,0.00
1,31,12.3,71.6,5.3,1012.4,0.00
2,1,1.6,11.3,0.7,1009.2,0.00
2,2,5.6,44.1,0.6,1005.9,0.00
2,3,11.8,87.5,4.4,1007.6,0.00
2,4,11.0,65.3,12.2,1009.7,0.00
2,5,11.5,74.6,5.4,1003.0,0.00
2,6,13.9,81.4,10.0,997.8,0.00
2,7,13.4,73.6,16.2,1002.5,0.00
2,8,13.3,75.5,9.5,1006.7,0.00
2,9,15.4,88.9,24.3,1002.9,0.00
2,10,15.4,86.8,23.9,942.5,0.00
2,11,16.8,86.1,22.0,995.8,0.00
2,12,17.1,91.4,28.7,994.4,0.00
2,13,16.8,92.6,27.9,992.5,0.00
2,14,11.5,75.6,38.1,989.8,0.00
2,15,11.3,61.7,29.6,997.3,0.00
2,16,9.3,52.8,12.3,1005.1,0.00
2,17,9.2,66.0,9.6,1000.7,0.00
2,18,9.5,76.4,10.5,997.2,0.00
2,19,11.5,61.1,13.3,1001.3,0.00
2,20,13.0,61.0,14.2,1003.8,0.00
2,21,13.9,63.8,13.3,1000.3,0.00
2,22,14.6,63.3,6.2,1000.1,0.00
2,23,13.3,74.9,9.0,1004.9,0.00
2,24,13.3,80.8,18.6,997.6,0.00
2,25,13.8,75.1,18.2,999.8,0.00
2,26,11.3,88.9,26.2,987.6,0.00
2,27,9.4,68.6,29.3,983.3,0.00
2,28,12.6,64.4,19.8,988.5,0.00
2,29,12.9,56.1,13.8,999.4,0.00
3,1,13.4,56.1,6.9,1006.0,0.00
3,2,13.3,76.7,10.9,1004.4,0.00
3,3,14.6,65.8,9.7,998.7,0.00
3,4,12.4,80.9,18.4,990.7,0.00
3,5,12.0,69.8,23.5,992.7,0.00
3,6,12.0,61.6,18.1,995.7,0.00
3,7,13.5,64.0,27.8,989.3,0.00
3,8,12.8,53.5,12.3,998.8,0.00
3,9,12.4,79.7,19.6,997.9,0.00
3,10,13.6,53.5,19.7,997.2,0.00
3,11,13.6,53.8,4.7,998.5,0.00
3,12,13.8,56.1,1.8,999.2,0.00
3,13,15.0,55.8,2.8,996.2,0.00
3,14,15.7,59.9,5.9,992.8,0.00
3,15,15.2,79.8,6.7,997.1,0.00
3,16,15.2,83.3,7.7,997.4,0.00
3,17,15.4,67.3,11.9,996.3,0.00
3,18,15.2,88.0,6.4,993.1,0.00
3,19,15.2,81.4,11.3,991.1,0.00
3,20,14.1,83.9,6.6,990.0,0.00
3,21,2.9,24.7,6.0,987.9,0.00
3,22,0.0,0.0,6.1,987.5,0.00
3,23,0.0,0.0,9.8,988.1,0.00
3,24,0.0,0.0,6.6,996.2,0.00
3,25,0.8,5.5,16.2,1002.6,0.00
3,26,0.0,0.0,15.2,1001.0,0.00
3,27,7.1,21.3,11.7,1000.5,0.00
3,28,13.5,74.8,14.8,999.0,0.00
3,29,14.6,72.8,3.2,996.4,0.00
3,30,14.7,70.3,11.7,989.4,0.00
3,31,12.6,53.5,28.3,995.1,0.00
4,1,12.4,51.6,7.1,995.8,0.00
4,2,12.7,61.6,7.5,989.5,0.00
4,3,13.6,71.4,17.2,990.5,0.00
4,4,13.4,91.5,22.4,983.4,0.00
4,5,14.2,64.2,18.5,989.1,0.00
4,6,15.4,61.4,4.4,993.9,0.00
4,7,15.8,56.4,4.6,993.4,0.00
4,8,14.3,47.9,15.5,995.3,0.00
4,9,14.1,66.3,13.8,992.8,0.00
4,10,12.2,75.8,20.4,984.9,0.00
4,11,12.6,77.6,19.1,985.9,0.00
4,12,14.5,75.5,19.5,988.0,0.00
4,13,15.5,67.9,12.1,992.1,0.00
4,14,17.3,65.0,16.3,991.3,0.00
4,15,16.3,78.4,18.8,989.4,0.00
4,16,17.4,75.6,23.7,988.3,0.00
4,17,15.9,61.8,6.3,993.8,0.00
4,18,18.1,61.4,12.0,991.1,0.00
4,19,15.6,88.8,8.0,989.3,0.00
4,20,12.8,89.5,6.7,992.6,0.00
4,21,15.5,70.2,6.6,998.4,0.00
4,22,16.6,68.8,4.5,997.5,0.00
4,23,17.9,71.9,7.9,994.4,0.00
4,24,18.1,61.8,5.3,994.1,0.00
4,25,18.9,57.3,4.8,992.8,0.00
4,26,19.5,57.6,7.7,990.4,0.00
4,27,17.2,64.7,16.4,989.3,0.00
4,28,17.1,62.5,9.8,990.7,0.00
4,29,18.8,61.9,2.3,992.0,0.00
4,30,19.6,53.0,9.9,996.6,0.00
5,1,17.8,43.0,11.7,1001.5,0.00
5,2,19.2,41.5,8.1,998.2,0.00
5,3,22.6,39.6,12.8,995.5,0.00
5,4,22.6,39.3,6.6,992.6,0.00
